,text,labels
796,স্বাস্থ্যবিষয়ক একটি ওয়েবসাইটে অবলম্বনে ঘরোয়া কিছু টোটকা এখানে দেওয়া হল।,0
797,দেশের কোথাও করোনা নেই,0
798,ভাই কোল্ড কফি এবং মিল্কশেক নিয়ে ভিডিও তৈরি করলে ভালো হয়,0
799,ফাংশনাল স্মার্টলক হিসেবে ডিভাইসটি এসেছে লিথিয়ামআয়ন ব্যাটারি নিয়ে।,0
800,৩৬ দিন পর অবশেষে আল্লাহ তায়ালার রহমতে ঘ্রাণ শক্তি ফিরে আসছে. আলহামদুলিল্লাহ,0
801,আলহামদুলিল্লাহ হে আল্লাহ তুমি আমাদের সবাইকে হেদায়েত দান করুন আমিন,0
802,"ধুমপান ছাড়া খুব সহজ,চাইলে পারা যায়",0
803,জটিল বলছেন আপু।,0
804,মাহমুদুলের সেঞ্চুরিতে শ্রীলঙ্কাকে হারিয়ে গ্রুপ সেরা যুবারা,0
805,অনেক সুন্দর মাঠ দেখে ভালো লাগলো,0
806,রাব্বির ৪ উইকেটের পর ব্যাটে উজ্জ্বল তুষার,0
807,তাই আন্তর্জাতিক ভ্রমণকারীদের মাধ্যমে দেশে করোনাভাইরাস যাতে না ছড়াতে পারে সে বিষয়ে সচেতন থাকতে হবে ।,0
808,শেষ দিকের গোলে হার এড়াল আর্সেনাল,0
809,মহান রব আপনাকে নেক হায়াত দান করুক আমিন।,0
810,"আপু কীভাবে ইংরেজি শিখবো, আপনাকে দেখেই ফিদা হয়ে যাই!",0
811,অ্যাপল দাবি করছে এটি তাদের ডিভাইসগুলোতে ব্যবহার করা সবচেয়ে মজবুত গ্লাস।,0
812,স্লামালিকুম ভাই আমার যদি ক্ষমতা থাকতো তাহলে বাংলাদেশের প্রেসিডেন্টের বানাইতাম কারন সত্য কথা বলার জন্য,0
813,সামগ্রিকভাবে এসএসসির পাশ/জিপিএ এর হার এইচএসসির চেয়ে অনেক বেশি ।,0
814,সব কিছু যদি ঠিক থাকে তাহলে খুব শীঘ্রই হাসপাতাল থেকে ছেড়ে দেওয়া হবে প্রিয়াংশীকে।,0
815,অপরূপ সুন্দর তুমি তার চেয়ে বেশি সুন্দর তোমার হৃদয়,0
816,অতি তাড়াতাড়ি ভাইয়ের ছেনালে ওয়ান মিলিয়ন সাবস্ক্রাইবার চাই,0
817,তাই এদেশে ধর্ম নিয়ে দাঙ্গা হয় না।,0
818,ইয়েস ফায়াজ আবরার ইজ ব্যাক,0
819,এককথায় গানের জগতে চিরকুমার,0
820,হারিয়ে যাওয়া গুপ্তধন নিয়ে ভিডিও চাই।,0
821,অভিনন্দন ও শুভেচ্ছা জানাই।,0
822,রূপপুরপারমাণবিক বিদুৎ উন্নয়ন সংস্থা নিয়া তথ্য চাই,0
823,"ভাই দয়াকরে এরকম গান আরো করেন,অসাধারণ সত্যি",0
824,আপনার হাসিটা না দেখলে মনে হয় কত দিন দেখি না।,0
825,জাতীয় বিশ্ববিদ্যালয়ের মাস্টার্সের ফল সোমবার,0
826,কঠিন মজা পাইলাম,0
827,যে কয়টি নাটক দেখলাম ভালোবাসা দিবস উপলক্ষে সেগুলো থেকে এটা ভালো লেগেছে,0
828,রিয়ালে এসে দিয়াসের স্বপ্ন পূরণ,0
829,তবে এটিকে নতুন মাত্রা দিয়েছে জার্মানির হাজার হাজার শিক্ষার্থী।,0
830,যদিও কর্তৃপক্ষ বলছে তারা হামলা ঠেকিয়ে দিয়ে সফলভাবে সিস্টেমকে অনলাইনে রাখতে পেরেছেন।,0
831,ভালোবাসা মানে মধুর মিলন ভালোবাসা মানে একে অপরকে উপর বিশ্বাস করা,0
832,বেগম রোকেয়া বিশ্ববিদ্যালয়ে প্রো-ভিসি ও ট্রেজারার নিয়োগ,0
833,সাজেদা আক্তার এইজীবনে আর ঈদ শেষ হবেনা,0
834,ভাইস চ্যান্সেলর অ্যাওয়ার্ড পেলেন শাবিপ্রবির ৮৯ শিক্ষার্থী,0
835,"তামিমের দৃঢ়তা, সৌম্যর পাল্টা আঘাত",0
836,"স্যার আর কি করব,ফাটাইয়া খাবো,ইনশাল্লাহ",0
837,"পাশেই আছি ইনশাআল্লাহ্, অনেক অনেক শুভ কামনা সব সময়",0
838,পেশাওয়ারের জয়ে ব্যাটে-বলে উজ্জ্বল সাকিব,0
839,বারাকাললাহু ফি হায়াতি!,0
840,মা নিজের কাজে এতই ব্যস্ত থাকেন যে আইরিন ও ইভ পুরোপুরি স্বনির্ভর হয়ে গেলো।,0
841,বাস্তুল দূর্গ নিয়ে ভিডিও হলে ভালো হইতো,0
842,স্যার হেপাটাইটিস বি ভাইরাস আক্রান্ত রোগীদের লাইফস্টাইল ও খাবার দাবার নিয়ে একটা ভিডিও চাচ্ছি,0
843,পরিষ্কার ভাষায় হেসে হেসে বাঁশ বাপরে😂😂😂,0
844,এই কমেন্ট টাই খুঁজতেছিলাম প্রথম ১৯মিনিট ধরে.,0
845,এবছরই ফোল্ডএবল স্মার্টফোন আনবে স্যামসাং!,0
846,স্যার আপনার হাসি টা এত ভালো লগে ভাষায় বুজাতে পারব না,0
847,মারেকে হারিয়ে সেমিতে কুয়েরি,0
848,হারলেও শিষ্যদের নিয়ে খুশি বার্সেলোনা কোচ,0
849,তুমি এত কিউট আর এত সুন্দর করে কথা বলো তোমাকে দেখলেই কেমন যেন লাগে ❤,0
850,চমক ভাইয়া অনেক ভাল লাগছে,0
851,জয় বাংলা-জয় শিক্ষা মন্ত্রী 🤗,0
852,অনেক মজা পেয়েছি ভিডিও দেখে আপনার,0
853,ডায়াবেটিসে আক্রান্তদের জন্য মাশরুম হতে পারে আদর্শ খাবার।,0
854,করোনা পরিস্থিতি আমাদের দেশে স্বাভাবিক হয়ে যাওয়ার পর তারা শহরে যাওয়ার প্রস্তুতিও গ্রহণ করতে পারতো ।,0
855,এ মামলায় ১৩ তম বেসরকারী শিক্ষক নিবন্ধনধারীদের গেজেট ও পরিপত্র অনুযায়ী ৬০ দিনের মধ্যে নিয়োগের নির্দেশনা দিয়ে রায় দেন ।,0
856,দ্রুত পরিক্ষা নেয়া হোক পারলে দুই-তিন বার নেয়া হোক 😂,0
857,নিজের কেবিনে টিভিতে দলের খেলা দেখছেন,0
858,"১০.২০ সেকেন্ড এ ভাই অসাধারণ কথা বলছেন,৷",0
859,রাজিবের অভিনয়ের তুলনা হয় না,0
860,অসহায়দের সহায়তায় একাট্টা নেইমার-আলিসনরা,0
861,ফয়সাল মাহমুদ নীল ট্রাই মেরে দেখতে পারো,0
862,থামানোর মতো প্রতিপক্ষ দেখছেন না ডি ভিলিয়ার্স!,0
863,জাবি উপাচার্যের লেখা গ্রন্থের মোড়ক উন্মোচন,0
864,আয় যখন স্বামীর চেয়ে বেশি,0
865,মোমিনুলের সেঞ্চুরিতে কুক একাদশ ৫ উইকেটে ২৪৮ রান করে।,0
866,এবারের প্রিমিয়ার লিগে ছয় গোল করে আবাহনীর শিরোপা জয়ে বড় অবদান তার।,0
867,আপনার কথা বলায় অন্যকিছু একটা আছে,0
868,২০১৯ সালের নভেম্বর মাসে যারা এ কালজয়ী গানটি শুনছেন তারা অব্যশই লাইক দিবেন,0
869,আসসালামু আলাইকুম স্যার আপনাকে অনেক ধন্যবাদ ও দোয়া রইলো।,0
870,মাশা আল্লাহ্ খুব সুন্দর,0
871,শুরুটাও যেমন সুন্দর. ঠিক তেমনি শেষটাও অসাধারণ.,0
872,গানটা যত শুনি ততোই ভালো লাগে,0
873,ইপশা আপু যে কি দুষ্ট 🤣🤣,0
874,আম্মার সাথে তুমুল গল্প জুড়ে দিলো।,0
875,দামের তুলনায় অনেক ভালো,0
876,জেনে ভালো লাগলে,0
877,আমি জে এস সির পরীক্ষার রুটিন কিছুটা পরিবত'নের জন্য একটি মানবিক আবেদন জানাচ্ছি ।,0
878,আমি আপনার কাছে ইংলিশ স্পোকেন কোর্স করতে চাই,0
879,"এখন প্রেম প্রেম ভাব হয় গানটা শুনলে,এই গানের সাথে অনেক স্মৃতি জড়িয়ে আছে,!",0
880,"স্যার, সিপিবি এর তাদের ইশতেহারটি চার পষ্ঠার না পৃষ্ঠার একটি ইশতেহার করেছে,বাকিটুকু পড়ে নেই কমেন্ট আরো করতে পারি ।",0
881,বাংলাদেশ ইউনিভার্সিটির ফার্মেসি বিভাগের পুনর্মিলনী,0
882,হুম এটা সত্যি আমি গবেষনা করলাম,0
883,তারা সবগুলো ম্যাচ জিতলে এবং অ্যাতলেতিকো মাদ্রিদ হোঁচট খেলে ক্লাসিকোর আগেই শিরোপা নিশ্চিত করবে বার্সা।,0
884,নতুন ধরণের এই ডিভাইসগুলো মঙ্গলে প্রেরণকৃত রোবটযানগুলোর ‘উড়ন্ত চোখ’ হিসেবে কাজ করবে,0
885,স্যারের লেখাটি পড়ে বই পড়ার আগ্রহ বেড়ে গেল,0
886,এত সুন্দর করে বুঝিয়ে দেওয়ার জন্য অনেক অনেক ধ্যনবাদ স্যার,0
887,ওয়ানডেতেও তাই সাকিব ধরাছোঁয়ার বাইরে চলে যাওয়াটা কেবলই সময়ের ব্যাপার।,0
888,সিরাজ স্যার আপনার কাজ গুলি অসাধারণ,0
889,সো ভিরী নাইচ কথা,0
890,ভাই হাসতে হাসতে আমার পেটে ব্যথা ধরাইলাম।,0
891,"ভাইয়া আপনার চুল থাক, ভালই লাগতেসে 😊🤗",0
892,মারুফ সিদ্দিকী আজকে সব চাইতে সেরা বিনেদন,0
893,পছন্দের ইফতার আসবে ঘরে,0
894,"ভাই আমি আপনার বিশাল ফ্যান,আপনি ক্যামিষ্ট্রিও একটুচমক দেখাতেন খুব ভালো লাগতো",0
895,৮৩তম মিনিটে আন্তনিও ভালেন্সিয়ার ক্রসে চমৎকার এক হেডে বল জালে পাঠিয়ে ভক্তদের উল্লাসে মাতান তিনি।,0
896,কথাগুলো রিদয় ছুয়ে গেল।,0
897,আমারও খাইতে ইচ্ছা করছে♥,0
898,"সেলার ভালো,প্রোডাক্ট ভালো।",0
899,আইফোন ৭ থেকে শুরু করে পরবর্তী সব আইফোনকে পানি নিরোধী করেছে অ্যাপল।,0
900,এই লিজার মতো ভালো মানুষ দুনিয়াতে খুব কম আছে তারপরেও এর মতো ভালো মানুষ আমির আর দেখি নাই খুব ভালো মানুষ আল্লাহ অপুকে জান্নাত নসিব করুন আমিন,0
901,সার আপনার চেম্বার কোথায় একটু বলবেন পিলিজ,0
902,সত্যের জন্য আপনাকে ভাল বাসি,0
903,অত্যন্ত ভালো উপকারী ভিডিও।,0
904,হাজারো বাসস্থান উষ্ণ রাখবে ডেটা সেন্টার,0
905,২০১৭ সালের সফরে ওয়েলিংটন টেস্টের প্রথম ইনিংসে ১৫৯ রানের দুর্দান্ত এক ইনিংস খেলেছিলেন তিনি।,0
906,উপায়টা কি সে সম্পর্কে যাবার আগে আসুন- ইউরিয়া কীভাবে তৈরি হয় সেটা জেনে নেই।,0
907,আমারাও অপেক্ষায় কবে যাব বইমেলায়,0
908,আসলেই চমক দেখালেন সাথে একটা গান থাকলে আরও মজা পেতাম,0
909,আমার প্রিয় একটা মানুষ দোয়া রইল ভাই।,0
910,হে আল্লাহ তায়ালা আপনিই আমাদের সাবাইকে পাঁচ ওয়াক্ত নামাজ পড়ার তৌফিক দান করুনঃ আমিন,0
911,মজার ভিডিও পেতে আমাদের চ্যানেল টা ঘুরে আসুন,0
912,অভিনন্দন ও শুভ কামনা আমার প্রিয় শিক্ষক প্রফেসর সাদেকুল আরেফিন স্যারকে  বরিশাল বিশ্ববিদ্যালয়ের উপাচার্য মনোনিত হওযায়।।।,0
913,পিছিয়ে পড়ে জিতল আর্সেনাল,0
914,ভাইজান খুব সুন্দর লাগলো আবার য়ানো মসজিদ হয়,0
915,মুজিব জন্মশতবার্ষিকী ঘিরে আকিজ স্কুল এন্ড কলেজ র অনুষ্ঠান,0
916,বন্যাদুর্গত মানুষের জন্য ত্রাণ তৎপরতার দাবী খেলাফত মজলিসের,0
917,আশা করি নিয়মিত ভাবে আপনার ভিডিও গুলো পাবো।,0
918,এরকমই একটা তালিকার অপেক্ষায় ছিলাম,0
919,ফাহিম ফুচকা ট্রিট দাও না 🙄,0
920,এভাবে জীবন চলছে বিরল রোগে আক্রান্ত রেজিয়ার।,0
921,ইলিয়াস ভাই অনেক ভালো লাগছে আপনাকে ধন্যবাদ,0
922,আমাদের কিশোরদা:  ‘তুমি যে তোমারই তুলনা’,0
923,আপনার চেম্বার কোথায় বলবেন দেখা করব আমার খুব ভালো লাগে আপনার পরামর্শ,0
924,"খুব ভাল লাগে আপনাদের ভিডিও গুলো, শুভ কামনা রইলো আপনাদের প্রতি|",0
925,এইটের বৃত্তি পরীক্ষার পরে ওদের সাথে আবারও দেখা হয়েছিল এসএসসি পরীক্ষার সময়,0
926,অটোমান শাসকের ভিডিও দিয়েন,0
927,আল্লাহ আপনাকে দ্বীনের জন্য কবুল করুক।,0
928,আমার জিবনের সাথে গানটা মিষেরয়েছে,0
929,আল্লাহ হেফাজত করুর,0
930,ঢাকা: বাংলাদেশের প্রাথমিক শিক্ষার উন্নয়নের লক্ষ্যে পাঁচ মিলিয়ন মার্কিন ডলার সহায়তা দেবে জাপান।,0
931,অামার জীবনের প্রথম দেখা অদ্ভুত ভালোবাসার গল্প এটি।,0
932,ছক্কার ফিফটিতে প্রথম সাব্বির,0
933,বারোক চিত্রের অনুপ্রেরণায় পোশাক,0
934,সিলেটের নায়ক স্পিনার নাসির,0
935,দানবীয় শ ক্তি কে রুখ তে জাতীয় ঐক্যের প্র য়োজন: মির্জা ফখরুল,0
936,পানামা খালের প্রকল্প অত্যন্ত করুণাময়,0
937,ভাই আমি আপনার অনেক ভর ফেন,0
938,"ধোনির প্রথম ম্যাচও দেখেছি, শেষ ম্যাচও দেখেছি।",0
939,ভিডিওটি শেয়ার দিন।,0
940,"সবুজ শাক, তাজা সবজি ও ফলমূল খাওয়া ত্বকের জন্য উপকারী।",0
941,কীর্তিমান ও পণ্ডিত রাষ্ট্রবিজ্ঞানী হিসেবে তিনি দেশে-বিদেশে সুনাম অর্জন করেছিলেন।,0
942,বইমেলার জনপ্রিয় বইটাও পড়া হলো ইভ্যালির হাত ধরে❤,0
943,৬৩তম মিনিটে ব্যবধান দ্বিগুণ করেন শিনজি ওকাজাকি।,0
944,কি চমক দেখালা মনি তুমি 😷,0
945,বল করেছেন ঠাণ্ডা মাথায়।,0
946,"অপেক্ষায় ছিলাম, ধন্যবাদ ""কি, কেন, কিভাবে"" টীম কে",0
947,আলহামদূলিলা দেয়া করি সৌদি আরবের পবাসি,0
948,ভিডিও কনফারেন্সে ফেইসবুকও: আসছে ‘মেসেঞ্জার রুম’,0
949,চেলসির সঙ্গে নতুন চুক্তি করতে পেরে আমি খুব খুশি।,0
950,গ্রুপে চার ম্যাচ খেলে ৬ পয়েন্ট নিয়ে শীর্ষেই আছে স্পেন।,0
951,ভারতের ইতিহাসের উপর প্রথম থেকে ধারাবাহিক ভাবে ভিডিও দিলে খুব ভাল হয়।,0
952,নবম -দশম শ্রেণীর বাকি অধ্যায় গুলো দেওয়ার অনুরোধ রইল।,0
953,"অর্থাৎ, সঙ্গারেড্ডি জেলে শুধুই পর্যটকদের গরাদের পিছনে সময় কাটাতে হবে না।",0
954,"মহান মালিক আল্লাহ পাক আপনাকে ও আপনার পরিবারকে হেফাজতে রাখুন এবং কবুল করুনঃ,",0
955,এই সংকট কাটিয়ে উঠুক লেবানিজবাসী,0
956,৭০তম মিনিটে পোনাল্টি থেকে লক্ষ্যভেদ করে ব্রাদার্সের চতুর্থ জয় অনেকটাই নিশ্চিত করে দেন কিংসলে।,0
957,ভারোত্তোলনে ছেলেদের ৫৫ কেজি ওজন শ্রেণিতে রুপা জিতেছেন রাজকুমার রায়।,0
958,আশরাফুল ভাইকে দলে দেখতে চাই,0
959,স্যার আমার জায়গা নেই তবে কিচু একটা করব দেশে গিয়ে,0
960,আফগানিস্তানকে গুঁড়িয়ে সাফের সেমিতে বাংলাদেশের মেয়েরা,0
961,আগের যুগের মানুষদের ব্রেন একেবারে ক্লিয়ায়,0
962,দুনিয়ায় এ ধরনের ভালো মানুষ গুলো আছে বলে আমরা ভালো কিছু আশা করি।,0
963,‘সৈয়দ আশরাফের নীতি-আদর্শ আমাদের পাথেয় হবে’,0
964,সোশ্যাল সাইটে দেহ ব্যবসার অফার দেওয়ার জন্যই তাকে গ্রেফতার করা হয়েছে বলে জানা গেছে।,0
965,"খ কবে আসবে ভাই,আমরা যে অপেক্ষা করছি?",0
966,রিয়াল মাদ্রিদের জয়ে নায়ক লুকা জিদান,0
967,বিনোদনের আরেক নাম তেহারি বিড়িয়ানি,0
968,স্যার কথাগুলা আমির হামজার মত কলেন,0
969,ধন্যবাদ বেসমেন্টের আপডেট দেওয়ার জন্য,0
970,"ওয়াও ওসাধারন,,আমি চেনেলটি  সাবস ক্রাইব করলাম,,",0
971,"কমেন্ট পড়ে মনে হল আমি আর কি বলব সব তো এরাই বলে দিল,হা হা হা",0
972,গানটির অপেক্ষায় যারা ছিলেন লাইক দিয়া যান।,0
973,আওয়ামী সরকারের মতো এটিও ইতিহাস রচনা করবে!,0
974,এছাড়া ওই অভিযানে যোগ দিয়েছিলেন শ’খানেক স্থানীয় স্বেচ্ছাসেবকও।,0
975,কোরবানি সম্পন্ন হওয়া পর মাংস প্রসেস করে দেওয়া হবে।,0
976,আই লাভ ইউ মেসি,0
977,মনোনয়নপ্রত্যাশীদের শো-ডাউনে পরিণত হয়েছে গণসংবর্ধনা অনুষ্ঠান,0
978,"এমন একটি পোস্টের জন্য অনেক দিন ধরে অপেক্ষা করতেছিলাম, অবশেষে পেলাম, অনেক অনেক ধন্যবাদ ♥♥♥",0
979,আপনার বুঝিয়ে বলার ক্ষমতা অসাধারণ স্যার,0
980,এসময়টাতে আপনার কোনো পরামর্শ/সাহায্য দরকার হলে এই পোস্টের কমেন্ট বক্সে লিখুন ।,0
981,হ্যা ভালো কারণ এটি আপনার বাচ্চার উপস্তিত বুদ্ধি অনেকগুন বারিয়ে দে.,0
982,‘মেসি-রোনালদো মানে ওঠার সম্ভাবনা আছে সানচেসের’,0
983,টুইটারে খালেদা জিয়ার ঈদ শুভেচ্ছা,0
984,আপু একদম মনের কথা বলেছেন 🥰🥰🥰🥰🥰🥰,0
985,ধন্যবাদ আপু আপনাকে অনেক অনেক,0
986,যাই হউক ধন্যবাদ ইভালি কে!,0
987,শুরুটাও দুর্দান্ত হয় আন্তোনিও কন্তের দল।,0
988,মাসাহ আল্লাহ খুব সুন্দর কথা,0
989,আপনার ভিডিও দেখে সাত কেজি ওজন কমেছে ১ মাসে,0
990,দামটা দিলে ভাল হত,0
991,ধন্যবাদ আপনাকে কুব সুন্দর কতা,0
992,"স্যারকে অনুরোধ করছি ভিডিওটির ইংলিশ সাবটাইলস এর জন্য, প্লিজ স্যার !",0
993,ভাবার্থ বুঝার জন্যে অামি অাপনার স্ট্যাটাসের কমেন্ট গুলা পড়ি ।,0
994,"সব কিছুর মালিক হলেন, হাট্টিমাটিটিম।",0
995,ভারতবর্স সম্পর্কিত ভিডিও চাই,0
996,প্রথমে বলবো টাকা নষ্ট হয় নাই।,0
997,ভিন্ন আয়োজনে ‘সমুদ্রযাত্রা ও দ্বীপভ্রমণ’,0
998,মিয়ানমার থেকে জোরপূর্বক বাস্তুচ্যুত ১১ লাখ রোহিঙ্গাকে কক্সবাজার জেলায় আশ্রয় দিয়েছে বাংলাদেশ।,0
999,আসসালামু আলাইকুম কেমন আছেন ভাইয়া আপনার কথা খুব ভালো লাগছে আপনাকে অনেক ধন্যবাদ,0
1000,লস এঞ্জেলসে স্বচালিত গাড়ি নামাতে যাচ্ছে ওয়েইমো,0
